organization	recall_number	recall_date	recall_url	description	summary
USDA	cdb231ffa8	2013-05-22	http://www.fsis.usda.gov/News_&_Events/Recall_036_2013_Release/index.asp	Foster Farms, a Porterville, Calif. establishment, is recalling approximately 6,165 pounds of ready-to-eat grilled chicken breast strips that contain wheat and soy, known allergens, which are not declared on the product label	California Firm Recalls Ready-To-Eat Grilled Chicken Strips Due To Misbranding and Undeclared Allergens
USDA	5fffe6cf1d	2013-05-11	http://www.fsis.usda.gov/News_&_Events/Recall_035_2013_Release/index.asp	Jolly Good Meat Products, a Los Angeles, Calif. establishment, is recalling approximately 1,471 pounds of pork meat pie products because of misbranding and undeclared allergens.	California Firm Recalls Pork Pie Products Due to Misbranding and Undeclared Allergens
USDA	4486626fa8	2013-05-10	http://www.fsis.usda.gov/News_&_Events/Recall_034_2013_Release/index.asp	Acadian Fine Foods, LLC, a Church Point, La. establishment, is recalling approximately 17,037 pounds of pork stew and chicken stew products because of misbranding and undeclared allergens. The products contain whey and soy, known allergens which are not declared on the product label.	Louisiana Firm Recalls Stew Products Due To Misbranding and Undeclared Allergens
USDA	3c0aee262b	2013-05-08	http://www.fsis.usda.gov/News_&_Events/Recall_033_2013_Release/index.asp	Tibor’s Gourmet, a Palmdale, Calif., establishment, is recalling approximately 200 pounds of ready-to-eat smoked pork sausage products because they were produced without the benefit of federal inspection.	California Firm Recalls Ready-To-Eat Smoked Pork Sausage Products Produced Without the Benefit of Inspection
USDA	7894309ef1	2013-05-03	http://www.fsis.usda.gov/News_&_Events/Recall_032_2013_Release/index.asp	P.E. & F. Inc., a St. Louis establishment, is recalling approximately 123 pounds of frozen, ready-to-eat meatballs due to possible contamination with Listeria monocytogenes, the U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) announced today.	Missouri Firm Recalls Meatballs Due To Possible Listeria Monocytogenes Contamination
USDA	ed0d32aac9	2013-05-03	http://www.fsis.usda.gov/News_&_Events/Recall_031_2013_Release/index.asp	Nestlé Pizza Company, a Little Chute, WI establishment, is recalling an undetermined amount of frozen pizzas that may be contaminated with extraneous materials and are the subject of a recall.	Wisconsin Firm Recalls Frozen Pizzas Due To Possible Foreign Matter Contamination
USDA	6aaf1f4c3d	2013-05-02	http://www.fsis.usda.gov/News_&_Events/Recall_029_2013_Release/index.asp	Real Pasta Inc., a North Bergen, N.J., establishment is recalling approximately 25,000 pounds of assorted pasta products that were processed without benefit of inspection. Some of the products were also misbranded after being repackaged and may contain soy, a known allergen not declared on the label.	New Jersey Firm Recalls Frozen Pasta Products Produced Without Benefit of Inspection
USDA	67f34ea317	2013-05-02	http://www.fsis.usda.gov/News_&_Events/Recall_030_2013_Release/index.asp	Mongiello Italian Cheese Specialties, DBA, Formaggio Italian Cheese Specialties, a Hurleyville, N.Y., establishment, is recalling approximately 234 pounds of fresh mozzarella with chorizo and cilantro products because of misbranding and an undeclared allergen, soy, which is not declared on the label.	New York Firm Recalls Fresh Mozzarella with Chorizo & Cilantro Products Due to Misbranding and Undeclared Allergen
USDA	523077f478	2013-04-13	http://www.fsis.usda.gov/News_&_Events/Recall_028_2013_Expanded/index.asp	Manda Packing Company, a Baker, La., establishment, is expanding its recall to include approximately 468,000 pounds of roast beef, ham, turkey breast, tasso pork, ham shanks, hog head cheese, corned beef, and pastrami due to possible contamination with Listeria monocytogenes.	Louisiana Firm Recalls Cooked Meat, Poultry, and Deli Products Due To Possible Listeria Monocytogenes Contamination
USDA	75653079b3	2013-04-10	http://www.fsis.usda.gov/News_&_Events/Recall_028_2013_Release/index.asp	Manda Packing Company, a Baker, La., establishment, is recalling approximately 20,166 pounds of cooked roast beef deli meat due to possible contamination with Listeria monocytogenes.	Louisiana Firm Recalls Roast Beef Deli Meat Due To Possible Listeria Monocytogenes Contamination
USDA	659bd2e503	2013-04-10	http://www.fsis.usda.gov/News_&_Events/Recall_027_2013_Release/index.asp	Formosa Food Company, Inc., a Hull, Iowa, establishment is recalling approximately 1,133 pounds of a pork jerky product because of misbranding and an undeclared allergen, wheat, which is not declared on the label.	Iowa Firm Recalls Pork Jerky Product Due to Misbranding and Undeclared Allergen
USDA	6ca5076824	2013-04-05	http://www.fsis.usda.gov/News_&_Events/Recall_025_2013_Expanded/index.asp	Rich Products Corporation, a Buffalo, N.Y. firm, is expanding its recall of various heat treated, not fully cooked frozen mini meals and snack items to more than 10.5 million pounds because they may be contaminated with E. coli O121.	New York Firm Recalls Additional Frozen Mini Meals And Other Snack Products Due To Possible E. Coli O121 Contamination
USDA	f1bdd3e740	2013-04-03	http://www.fsis.usda.gov/News_&_Events/Recall_026_2013_Release/index.asp	Tyson Foods Inc., a Russellville, Ark. establishment, is recalling approximately 127,000 lbs. of uncooked breaded chicken tenderloins and uncooked chicken tenderloin fritter products because of an undeclared allergen and misbranding. The product contains soy, a known allergen not declared on the label.	Arkansas Firm Recalls Breaded Chicken Products Due To Undeclared Allergen And Misbranding
USDA	8919c34045	2013-03-29	http://www.fsis.usda.gov/News_&_Events/Recall_025_2013_Release/index.asp	Rich Products Corporation, a Buffalo, NY firm, is recalling approximately 196,222 pounds of frozen chicken quesadilla and various other heat treated, not fully cooked frozen mini meals and snack items because they may be contaminated with E. coli O121.	New York Firm Recalls Frozen Mini Quesadilla, Pizza, Cheese Steak and Other Snack Products Due To Possible E. Coli O121 Contamination
USDA	4b35f7e239	2013-03-25	http://www.fsis.usda.gov/News_&_Events/Recall_024_2013_Release/index.asp	Triple J Family Farms, a Buffalo Lake, Minn. establishment, is recalling approximately 15,270 pounds of bone-in ribeye products because the vertebral column may not have been completely removed, which is not compliant with regulations that require the removal of vertebral column in cattle 30 months of age or older, the U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) announced today.	Minnesota Firm Recalls Bone-In Ribeye That May Contain Specified Risk Materials
USDA	897e3248c7	2013-03-15	http://www.fsis.usda.gov/News_&_Events/Recall_022_2013_Release/index.asp	Ben-Lee Processing, Inc., an Atwood, Kansas establishment, is recalling an undetermined amount of ready-to-eat and heat-treated bacon and ham products that were produced without a Hazard Analysis and Critical Control Points (HACCP) plan.	Kansas Firm Recalls Pork Products That Were Produced Without a HACCP Plan
USDA	5a0c05f049	2013-03-15	http://www.fsis.usda.gov/Fsis_Recalls/RNR_023_2013/index.asp	FPL Food, LLC, a West Columbia, S.C. establishment, is recalling approximately 5,820 pounds of ground beef chuck that may contain small pieces of plastic.	Recall Notification Report 023-2013 (Ground Beef Chuck)
USDA	8866a2dabb	2013-03-13	http://www.fsis.usda.gov/News_&_Events/Recall_021_2013_Release/index.asp	Hot Springs Packing Co., Inc., a Hot Springs, Ark. establishment, is recalling approximately 6,120 pounds of chicken polish sausage and chicken breakfast link products due to possible contamination with Listeria monocytogenes.	Arkansas Firm Recalls Chicken Polish Sausage and Chicken Breakfast Link Products Due To Potential Listeria Monocytogenes Contamination
USDA	198d4ad07e	2013-03-07	http://www.fsis.usda.gov/News_&_Events/Recall_020_2013_Release/index.asp	Summer Garden Food Manufacturing, a Boardman, Ohio, establishment, is recalling approximately 25,000 lbs. of Bolognese sauce products because of undeclared allergens and misbranding.	Ohio Firm Recalls Bolognese Sauce Products Due to Undeclared Allergens and Misbranding
USDA	fb64ee9a72	2013-03-03	http://www.fsis.usda.gov/News_&_Events/Recall_019_2013_Release/index.asp	Byron Center Wholesale Meats, a Byron Center, Michigan, establishment, is recalling approximately 6,586 pounds of ham products that were produced without a Hazard Analysis & Critical Control Points (HACCP) plan.	Michigan Firm Recalls Ham Products That Were Produced Without A HACCP Plan
USDA	b66a0bae6e	2013-02-27	http://www.fsis.usda.gov/News_&_Events/Recall_018_2013_Release/index.asp	Schmalz’s European Provisions, a Springfield, N.J. establishment, is recalling approximately 8,424 pounds of chicken and apple sausage that may contain small pieces of plastic	New Jersey Firm Recalls Chicken Sausage Product That May Contain Foreign Materials
USDA	1e411f4ab6	2013-02-22	http://www.fsis.usda.gov/News_&_Events/Recall_017_2013_Release/index.asp	Smithfield Packing Company, a Smithfield, Va. establishment, is recalling approximately 38,000 pounds of pork sausage that may contain small pieces of plastic, likely from gloves	Virginia Firm Recalls Pork Sausage Product That May Contain Foreign Materials
USDA	664ac72d6e	2013-02-15	http://www.fsis.usda.gov/News_&_Events/Recall_016_2013_Release/index.asp	Perfect Pasta Inc., an Addison, Ill. establishment, is recalling approximately 315 pounds of ready-to-eat roast beef products due to possible contamination with Listeria monocytogenes.	Illinois Firm Recalls Ready-To-Eat Roast Beef Products Due To Potential Listeria Monocytogenes Contamination
USDA	3d4e6765ce	2013-02-08	http://www.fsis.usda.gov/News_&_Events/Recall_015_2013_Release/index.asp	AdvancePierre Foods, an Enid, Okla. establishment, is recalling approximately 15,328 pounds of frozen, fully cooked country fried steak products because they may contain foreign materials—pieces of plastic.	Oklahoma Firm Recalls Frozen Country Fried Steaks Nationwide Due to Possible Foreign Matter Contamination
USDA	33968ff97f	2013-02-03	http://www.fsis.usda.gov/News_&_Events/Recall_014_2013_Release/index.asp	Nueske's Applewood Smoked Meats, a Wittenberg, Wis. establishment, is recalling approximately 4,454 pounds of liver paté products because they are misbranded in that they contain the milk protein sodium caseinate, a known allergen, which is not declared on the product label.	Wisconsin Firm Recalls Liver Paté Due to Misbranding and An Undeclared Allergen
USDA	f038bc92ca	2013-01-31	http://www.fsis.usda.gov/News_&_Events/Recall_013_2013_Release/index.asp	Isabella Foods, an El Paso, Texas establishment, is recalling approximately 685 pounds of tamale products because of misbranding and undeclared allergens.	Texas Firm Recalls Chicken and Pork Tamale Products Due to Misbranding and Undeclared Allergens
USDA	ace85ceabe	2013-01-30	http://www.fsis.usda.gov/News_&_Events/Recall_012_2013_Release/index.asp	San Jose Valley Veal, a Santa Clara, Calif. establishment, is recalling approximately 1,260 pounds of veal trimmings that may be contaminated with E. Coli O157:H7	California firm recalls veal trimmings due to possible E. coli O157:H7 contamination
USDA	821e945cf4	2013-01-28	http://www.fsis.usda.gov/News_&_Events/Recall_011_2013_Release/index.asp	BPT Products Inc., a Sunland Park, N.M. establishment, is recalling approximately 213 pounds of beef jerky products that contain wheat, a known allergen, which is not declared on the product label.	New Mexico Firm Recalls Beef Jerky Products Due to Misbranding and An Undeclared Allergen
USDA	c20c197f32	2013-01-26	http://www.fsis.usda.gov/News_&_Events/Recall_010_2013_Release/index.asp	Advance Pierre Foods, an Enid, Okla. establishment, is recalling approximately 1,200 pounds of chicken fried chicken breasts that may contain small pieces of metal.	Oklahoma Firm Recalls Chicken Fried Chicken Breasts That May Contain Foreign Materials
USDA	0de1e6fcb9	2013-01-25	http://www.fsis.usda.gov/News_&_Events/Recall_008_2013_Release/index.asp	Jouni Meats, Inc., a Sterling Heights, Mich. retail store, is recalling approximately 500 pounds of ground beef products that may be contaminated with a strain of Salmonella Typhimurium<?xml:namespace prefix="o" ns="urn:schemas-microsoft-com:office:office"?>	Michigan Retail Store Recalls Ground Beef Products Due To Possible Salmonella Contamination
USDA	54d99f3c96	2013-01-25	http://www.fsis.usda.gov/News_&_Events/Recall_009_2013_Release/index.asp	Gab Halal Foods, a Troy, Mich. retail store, is recalling approximately 550 pounds of ground beef products that may be contaminated with a strain of Salmonella Typhimurium<?xml:namespace prefix="o" ns="urn:schemas-microsoft-com:office:office"?>	Michigan Retail Store Recalls Ground Beef Products Due To Possible Salmonella Contamination
USDA	ce52ce7f9c	2013-01-25	http://www.fsis.usda.gov/News_&_Events/Recall_007_2013_Release/index.asp	Stallings Head Cheese Co., Inc., a Houston, Texas establishment, is recalling 4,700 pounds of hog head cheese that may be contaminated with Salmonella.	Texas Firm Recalls Ready-To-Eat Pork Products Due to Possible Salmonella Contamination
USDA	d3ba8fb6f1	2013-01-24	http://www.fsis.usda.gov/News_&_Events/Recall_006_2013_Release/index.asp	Annie’s Homegrown Inc., a Berkeley, Calif. establishment, is recalling an undetermined amount of frozen pizzas that may be contaminated with extraneous materials.	California Firm Recalls Frozen Pizzas Due To Possible Foreign Matter Contamination
USDA	ca63881bc3	2013-01-23	http://www.fsis.usda.gov/Fsis_Recalls/RNR_005_2013/index.asp	C & H Meat Company, a Vernon, Calif., establishment, is recalling approximately 79,400 pounds of marinated pork and chicken products because they are misbranded in that they contain monosodium glutamate (MSG).	Recall Notification Report 005-2013 (Monosodium Glutamate)
USDA	f9fa783eb3	2013-01-19	http://www.fsis.usda.gov/News_&_Events/Recall_004_2013_Release/index.asp	LJD Holdings, Inc., doing business as B and D Foods, a Boise, Idaho establishment, is recalling approximately 33,500 pounds of fully cooked meat and poultry products due to possible contamination with Listeria monocytogenes.	Idaho Firm Recalls Fully Cooked Meat and Poultry Products Due to Potential Listeria Monocytogenes Contamination
USDA	11231886dd	2013-01-18	http://www.fsis.usda.gov/News_&_Events/Recall_003_2013_Release/index.asp	King’s Delight, a Gainesville, Ga. establishment, is recalling approximately 1,572 pounds of frozen chicken nuggets labeled as gluten-free because they contain wheat, a known allergen that is not declared on the label.	Georgia Firm Recalls Gluten-Free Chicken Nuggets Due to Misbranding and Undeclared Wheat
USDA	c30b621947	2013-01-17	http://www.fsis.usda.gov/News_&_Events/Recall_002_2013_Release/index.asp	Humphrey’s Market, Inc., a Springfield, Ill. establishment, is recalling approximately 2,764 pounds of frozen, ready-to-eat (RTE) and raw poultry products because they were produced without the benefit of inspection.	Illinois Firm Recalls Ready-To-Eat and Raw Poultry Products Produced Without Benefit of Inspection
USDA	c30b621947	2013-01-17	http://www.fsis.usda.gov/News_&_Events/Recall_002_2013_Release/index.asp	Humphrey’s Market, Inc., a Springfield, Ill. establishment, is recalling approximately 2,764 pounds of frozen, ready-to-eat (RTE) and raw poultry products because they were produced without the benefit of inspection.	Illinois Firm Recalls Ready-To-Eat and Raw Poultry Products Produced Without Benefit of Inspection
USDA	e5c90f14e3	2013-01-16	http://www.fsis.usda.gov/News_&_Events/Recall_001_2013_Release/index.asp	Glenn’s Market and Catering, a Watertown, WI establishment, is recalling approximately 2,532 pounds of raw ground beef products that may be contaminated with E. coli O157:H7.	Wisconsin Firm Recalls Ground Beef Products Due to Possible E. Coli O157:H7 Contamination
USDA	e6ac5b7bd0	2012-12-22	http://www.fsis.usda.gov/News_&_Events/Recall_082_2012_Release/index.asp	Wayne Farms, a Decatur, Ala., establishment is recalling approximately 2,320 pounds of frozen honey barbeque chicken wing products because of misbranding and an undeclared allergen, egg, that is not declared on the label.	Alabama Firm Recalls Bbq Chicken Wing Products Due To Misbranding And Undeclared Allergen
USDA	de53c29dfd	2012-12-21	http://www.fsis.usda.gov/News_&_Events/Recall_081_2012_Release/index.asp	Stehouwer’s Frozen Foods, a Grand Rapids, Mich. establishment, is recalling approximately 6,039 pounds of Pigs in the Blanket products because of misbranding and an undeclared allergen, milk, which is not declared on the label	Michigan Firm Recalls Pigs in the Blanket Products Due To Misbranding and Undeclared Allergen
USDA	5e2e23b499	2012-12-15	http://www.fsis.usda.gov/News_&_Events/Recall_080_2012_Release/index.asp	Fiorucci Foods, Inc., a South Chesterfield, Va. establishment, is recalling approximately 2,650 pounds of mortadella because the product contains pistachio nuts, a known allergen, that are not declared on the label.	Virginia Firm Recalls Mortadella Due To Misbranding and Undeclared Nut Allergen
USDA	9980712d2b	2012-12-06	http://www.fsis.usda.gov/News_&_Events/Recall_079_2012_Release/index.asp	Suzanna’s Kitchen, a Duluth, Ga. establishment, is recalling approximately 35,800 pounds of breaded chicken products because they may contain pieces of plastic.	Georgia Firm Recalls Fully Cooked Breaded Chicken Products That May Contain Foreign Materials
USDA	1af917da78	2012-12-04	http://www.fsis.usda.gov/News_&_Events/Recall_078_2012_Release/index.asp	Cantina Foods, a Buffalo, N.Y. establishment, is recalling approximately 2,375 pounds of ready-to-eat beef and cheese pie products because they were produced without the benefit of federal inspection.	New York Firm Recalls Ready-To-Eat Beef and Cheese Pie Products Produced Without Benefit of Inspection
USDA	36e18a8d7b	2012-12-01	http://www.fsis.usda.gov/News_&_Events/NR_113012_01/index.asp	The U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) is announcing a Public Health Alert for Recalled, Imported Frozen "Butter Chicken With Basmati Rice" Meals that may be contaminated with Listeria monocytogenes.	FSIS Issues Public Health Alert for Recalled, Imported Frozen "Butter Chicken With Basmati Rice" Meals
USDA	3e78bdd8f6	2012-11-29	http://www.fsis.usda.gov/Fsis_Recalls/RNR_077_2012/index.asp	Tri City Cheese and Meats, a Kawkawlin, Mich., establishment, is recalling approximately 271 pounds of Jalapeño Vienna sausage products because they are misbranded in that they contain monosodium glutamate (MSG), which is not declared on the label.	Recall Notification Report 077-2012 (Jalapeno Vienna Sausage Products)
USDA	c638f78e66	2012-11-21	http://www.fsis.usda.gov/Fsis_Recalls/RNR_076_2012/index.asp	Global Culinary Investments, a Spring, Texas establishment, is recalling approximately 1,331 pounds of chicken empanadas because they contain monosodium glutamate (MSG), which is not declared on the label.	Recall Notification Report 076-2012 (Chicken Empanadas)
USDA	c7bc346c4f	2012-11-20	http://www.fsis.usda.gov/Fsis_Recalls/RNR_075_2012/index.asp	Stanley's Market Brands, LLC, a Toledo, Ohio establishment, is recalling approximately 16,100 pounds of kielbasa products because they may contain foreign materials—less than 5mm-sized pieces of plastic.	Recall Notification Report 075-2012 (Kielbasa Products)
USDA	1f32f4d4f3	2012-11-14	http://www.fsis.usda.gov/News_&_Events/Recall_074_2012_Release/index.asp	Pinnacle Foods Group LLC a Fort Madison, Iowa establishment, is recalling approximately 90,975 pounds of bourbon barbecue sausage products because they may have been underprocessed.	Iowa Firm Recalls Barbecue Sausage Products That May Be Undercooked
USDA	1be67a78da	2012-11-09	http://www.fsis.usda.gov/News_&_Events/Recall_073_2012_Release/index.asp	Black Earth Meat Market Inc., a Black Earth, Wis. establishment, is recalling approximately 99 pounds of beef tongue products because they may not have had the tonsils completely removed, which is not compliant with regulations that require the removal of tonsils from cattle of all ages, the U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) announced today.	Wisconsin Firm Recalls Beef Tongues That May Contain Specified Risk Materials
USDA	7dd369c673	2012-11-03	http://www.fsis.usda.gov/News_&_Events/Recall_072_2012_Release/index.asp	Wayne Farms Inc., a Decatur, Ala. establishment, is recalling approximately 28,528 pounds of frozen, fully cooked, chicken products because they may contain foreign materials—pieces of a plastic pen.	Alabama Firm Recalls Frozen Chicken Products That May Contain Foreign Materials
USDA	e5ff346a31	2012-11-02	http://www.fsis.usda.gov/News_&_Events/Recall_071_2012_Release/index.asp	Perdue Foods, LLC, a Bridgewater, Va. establishment, is recalling approximately 1,440 pounds of chicken breast nugget products because of misbranding and an undeclared allergen, milk, not declared on the label.	Virginia Firm Recalls Chicken Breast Nugget Products Due To Misbranding And Undeclared Allergen
USDA	ffd5684d55	2012-10-30	http://www.fsis.usda.gov/News_&_Events/Recall_070_2012_Release/index.asp	Food Source, L.P., a McKinney, Texas, establishment, is recalling approximately 11,400 pounds of frozen chicken enchilada products that may contain foreign materials, fragments of plastic	Texas Firm Recalls Chicken Enchilada Products That May Contain Foreign Materials
USDA	7931417e9e	2012-10-23	http://www.fsis.usda.gov/News_&_Events/Recall_068_2012_Release/index.asp	Main Street Quality Meats, a Salt Lake City, Utah establishment, is recalling approximately 2,310 pounds of ground beef products that may be contaminated with E. coli O157:H7.	Utah Firm Recalls Ground Beef Products Due To Possible E. Coli O157:H7 Contamination
USDA	032f4f46f9	2012-10-23	http://www.fsis.usda.gov/News_&_Events/Recall_069_2012_Release/index.asp	Higa Meat & Pork Market, a Honolulu, HI establishment, is recalling approximately 4,100 pounds of ground beef products that may be contaminated with E. coli O157:H7.	Hawaii Firm Recalls Ground Beef Products Due To Possible E. Coli O157:H7 Contamination
USDA	68eb82fb2d	2012-10-22	http://www.fsis.usda.gov/fsis_recalls/RNR_067_2012/index.asp	BEF Foods Inc., a Columbus, Ohio, corporation, is recalling approximately 1,768,600 pounds of Bob Evans Maple Links and Maple Patties because they are misbranded in that they contain monosodium glutamate (MSG), which is not declared on the label.	Recall Notification Report 067-2012 (Maple Links and Maple Patties)
USDA	c4b70cc640	2012-10-16	http://www.fsis.usda.gov/News_&_Events/Recall_066_2012_Release/index.asp	Lao Chareune Foods, a Dallas, Texas, establishment, is recalling approximately 8,200 pounds of various beef and pork products because they were produced without the benefit of federal inspection and misbranded.	Texas Firm Recalls Beef and Pork Products Produced Without Benefit of Inspection and Misbranding
USDA	d184079e66	2012-10-11	http://www.fsis.usda.gov/News_&_Events/Recall_065_2012_Release/index.asp	Tyson Foods, Inc., a Pine Bluff, Ark. establishment, is recalling approximately 67,269 pounds of packages labeled as Honey BBQ Flavored Boneless Chicken Wyngz because of misbranding and undeclared allergens.	Arkansas Firm Recalls Boneless Chicken Products Due To Misbranding and Undeclared Allergens
USDA	5d923f4645	2012-10-05	http://www.fsis.usda.gov/News_&_Events/Recall_064_2012_Release/index.asp	Stefano Foods, Inc., a Charlotte, N.C. establishment, is recalling approximately 3,744 pounds of a chicken quesadilla product because of misbranding and an undeclared allergen. The product contains isolated soy protein, a known allergen, which is not declared on the label.	North Carolina Firm Recalls Chicken Quesadilla Product Due to Misbranding and an Undeclared Allergen
USDA	ac8417fdb7	2012-09-29	http://www.fsis.usda.gov/News_&_Events/Recall_063_2012_Release/index.asp	Foster Farms, a Demopolis, Ala., establishment is recalling approximately 16,576 pounds of corn dog products because of misbranding and an allergen, milk, that is not declared on the label.	Alabama Firm Recalls Corn Dog Products Due to Misbranding and Undeclared Allergen
USDA	9a63b4874c	2012-09-28	http://www.fsis.usda.gov/News_&_Events/NR_092812_01/index.asp	The USDA's Food Safety and Inspection Service (FSIS) is expanding the Public Health Alert for XL Foods (Canadian Establishment 038) to include all beef and beef products produced on August 24, 27, 28, 29 and September 5. FSIS was notified this evening that XL Foods has expanded their recall to include all beef and beef products produced on these dates.	FSIS Expands Public Health Alert for Imported Canadian Beef from XL Foods
USDA	d8e0dd410a	2012-09-26	http://www.fsis.usda.gov/News_&_Events/NR_092612_01/index.asp	FSIS is alerting the public that, in conducting standard recall effectiveness checks of U.S. domestic establishments receiving beef from XL Foods, Inc. (Canadian Establishment 038), the Agency discovered that whole muscle beef cuts produced on the same production dates as beef subject to recall in Canada were being used to produce raw ground products.	FSIS Updates Public Health Alert for Imported Canadian Beef from XL Foods
USDA	bf17c8df7b	2012-09-22	http://www.fsis.usda.gov/News_&_Events/Recall_062_2012_Release/index.asp	Makowski’s Real Sausage Co., a Chicago, Ill., establishment is recalling approximately 1,305 pounds of cooked bratwurst sausage products because of misbranding and the undeclared allergen, milk, that is not declared on the label.	Illinois Firm Recalls Bratwurst Products Due to Misbranding and Undeclared Allergen
USDA	ace6c1bb1e	2012-09-21	http://www.fsis.usda.gov/News_&_Events/NR_092012_01/index.asp	The U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) is announcing a Public Health Alert for raw boneless beef trim products imported from Canada that may be contaminated with E. coli O157:H7.	FSIS Issues Public Health Alert for Imported Canadian Raw Boneless Beef Trim Products
USDA	34478750eb	2012-09-21	http://www.fsis.usda.gov/News_&_Events/NR_092112_01/index.asp	FSIS is announcing additional information related to the Sept. 20 Public Health Alert for raw boneless beef trim products imported from Canada that may be contaminated with E. coli O157:H7.	FSIS Issues Public Health Alert for Expansion of Imported Canadian Raw Boneless Beef Trim from XL Foods
USDA	0c583789fa	2012-09-15	http://www.fsis.usda.gov/News_&_Events/Recall_061_2012_Release/index.asp	Serenade Foods, Inc., a Milford, Ind., establishment, is recalling approximately 2,250 pounds of crunchy chicken strip products that may contain foreign materials, fragments of plastic.	Indiana Firm Recalls Chicken Strip Products That May Contain Foreign Materials
USDA	44c30a40ad	2012-09-14	http://www.fsis.usda.gov/FSIS_Recalls/RNR_061_2012/index.asp	Serenade Foods, Inc., a Milford, Ind., establishment, is recalling approximately 2,250 pounds of crunchy chicken strip products that may contain foreign materials—fragments of plastic.	RNR 061-2012 (Crunchy Chicken Strips)
USDA	766193ed48	2012-08-31	http://www.fsis.usda.gov/Fsis_Recalls/RNR_060_2012/index.asp	Klement Sausage Company Inc., a Milwaukee, Wis. establishment, is recalling approximately 2,920 pounds of Frozen Bratwurst Patties because they may contain foreign materials—pieces of a plastic pen.	Recall Notification Report 060-2012 Frozen Bratwurst Patties)
USDA	7c649494bf	2012-08-16	http://www.fsis.usda.gov/News_&_Events/Recall_059_2012_Release/index.asp	Real Mex Foods, a Vernon, Calif. establishment, is recalling approximately 77,688 pounds of Grilled Chicken Caesar Salad Kits. The salad kits include dressing made with cilantro that is the subject of a Food and Drug Administration (FDA) recall by Fresco Green Farms Inc., due to possible Salmonella contamination.	California Firm Recalls Grilled Chicken Caesar Salad Kits For Possible Salmonella Contamination
USDA	5ea772228d	2012-08-16	http://www.fsis.usda.gov/Fsis_Recalls/RNR_058_2012/index.asp	On-Cor Frozen Foods, a Geneva, Ill. establishment, is recalling approximately 605 pounds of frozen boneless rib-shaped patties with barbecue sauce because they may have been mispackaged and labeled as Salisbury steak products.	Recall Notification Report 058-2012 (Frozen Entrees)
USDA	97c0ad4cec	2012-08-15	http://www.fsis.usda.gov/News_&_Events/Recall_057_2012_Release/index.asp	Johnsonville Sausage, LLC, a Sheboygan Falls, Wisc. establishment, is recalling approximately 48,000 pounds of "Turkey Sausage with Cheddar Cheese" products because they may contain pieces of gloves.	Wisconsin Firm Recalls Turkey Sausage with Cheddar Cheese Products That May Contain Foreign Materials
USDA	2bf533d697	2012-08-15	http://www.fsis.usda.gov/News_&_Events/Recall_056_2012_Release/index.asp	Blount Fine Foods, a Fall River, Mass. establishment, is recalling approximately 4,100 pounds of meat and poultry soup products that may contain fragments of plastic.	Massachusetts Firm Recalls Soup Products That May Contain Foreign Materials
USDA	505c1c39e3	2012-08-14	http://www.fsis.usda.gov/News_&_Events/Recall_055_2012_Release/index.asp	Dale T. Smith and Sons Meat Packing, a Draper, Utah establishment, is recalling approximately 38,200 pounds of beef products that may be contaminated with E. coli O157:H7.	Utah Firm Recalls Beef Products Due To Possible E. Coli O157:H7 Contamination
USDA	a1e8411ca3	2012-08-07	http://www.fsis.usda.gov/FSIS_Recalls/RNR_054_2012/index.asp	Alexis Wholesale, Inc., a Gardena, Calif., establishment, is recalling approximately 6,210 pounds of chorizo sausage because it is misbranded in that it contains monosodium glutamate (MSG), which is not declared on the label.	California Firm Recalls Chorizo Sausage Due to Misbranding in that it Contains Monosodium Glutamate (MSG)
USDA	00f53a5c43	2012-08-06	http://www.fsis.usda.gov/News_&_Events/Recall_053_2012_Release/index.asp	Reichel Foods, a Rochester, Minn. establishment, is recalling approximately 15,880 pounds of ready-to-eat meat and poultry products due to possible contamination with Listeria monocytogenes.	Minnesota Firm Recalls Ready-To-Eat Meat and Poultry Products Due To Potential Listeria Monocytogenes Contamination
USDA	9b9fddd7bb	2012-08-02	http://www.fsis.usda.gov/News_&_Events/Recall_052_2012_Release/index.asp	Kenosha Beef International, Ltd., a Kenosha, Wis. establishment, is recalling approximately 37,600 pounds of frozen bacon cheeseburger patties because they may contain foreign materials—pieces of gasket material.	Wisconsin Firm Recalls Frozen Bacon Cheeseburger Patties That May Contain Foreign Materials
USDA	3a8dbfb7bc	2012-08-01	http://www.fsis.usda.gov/News_&_Events/Recall_051_2012_Release/index.asp	Garden Fresh Foods, a Milwaukee, Wis. establishment, is recalling approximately 13,600 pounds of meat and poultry salad products. The salads contain diced onions that are the subject of a Food and Drug Administration (FDA) recall by Gill Onions, due to possible contamination with Listeria monocytogenes.	Wisconsin Firm Recalls Meat and Poultry Salad Products Due To Potential Listeria Monocytogenes Contamination
